rank;id;tweeter;tweeterid;time;text;replies;reposts;likes;views;query;datetime;Hate Score;Hate Threatening Score;Self-Harm Score;Sexual Score;Sexual Minors Score;Violence Score;Violence Graphic Score;position
14;847277fd21d3a634;694f996ac9ccb250;90f1ccb30ac93451;2024-10-12T09:32:13.000Z;Nog honderd duizenden autochtonen willen dat ook.;;1.0;9;336;autochtonen;2024-10-13 10_18_03.146116;0.012333346530795;0.000758561305702;0.000599092047196;0.000596946920268;0.000283179979306;0.017510885372758;0.000152984226588;6. Other: unclear stance on immigration.
15;44a0faca4a3d91f4;cf37edaf6dd0b36f;64d8295efadb0f45;2024-10-11T23:08:38.000Z;Wellicht komen zij in een ‘warme’ samenleving terecht waar de autochtonen zich aan hen moeten aanpassen en voor de rest hun kop moeten houden.;;;5;33;autochtonen;2024-10-13 10_18_03.146116;0.377055078744888;0.000213965045987;0.000004203891422;0.000002217360588;0.000000598064332;0.158736497163772;0.000009880084690;1. Against immigration, migrants, foreigners, refugees, or Muslims.
16;8af8b07bc789b8f9;fe06a6703f156e86;c041aa11902ac810;2024-10-09T09:11:47.000Z;Het gaat niet alleen om de actuele beelden maar over de toenemende onveiligheid voor de nieuwe minderheden in de grote steden (autochtonen, vrouwen, homo’s, Joden, …).;;1.0;7;100;autochtonen;2024-10-13 10_18_03.146116;0.043548654764891;0.000077822260209;0.000148096107296;0.000034431886888;0.000053368326917;0.031708125025034;0.001062852563336;1. Against immigration, migrants, foreigners, refugees, or Muslims.
17;ca5dadf6d79c7fd5;fcb5f40df9be6bae;b2f9ddc3a4c0609d;2024-10-09T14:38:24.000Z;"Wat een  prutonderzoek. ""Statistiek is geleerd liegen"", zei mijn wiskundedocent. Zie analyse GeenStijl vandaag, waar ze betere wiskundigen hebben. De cijfers tussen autochtonen en allochtonen lopen nauwelijks uiteen. U zet appels en peren tegen  elkaar af. Misdadig.";;;2;33;autochtonen;2024-10-13 10_18_03.146116;0.150340959429741;0.000008972391697;0.000297816732200;0.000025074297810;0.000105324361357;0.027101494371891;0.000288147013634;1. Against immigration, migrants, foreigners, refugees, or Muslims.
18;478d6a76544df3ee;855717c44a2d9a1a;b96c950d445a4eb5;2024-10-11T08:23:51.000Z;Dat als er teveel allo's in Antwerpen wonen, dat vooral nadelig is voor de zwakste allo's, dat is iets wat de verstandelijke vermogens van de subsidieslurperspetitieondertekenaars te boven gaat.  Sterkere autochtonen en sterke allo's kunnen verhuizen, arme niet => verloedering;;;3;324;autochtonen;2024-10-13 10_18_03.146116;0.880854368209839;0.018367588520050;0.013708638958633;0.000251104647759;0.000167149308254;0.153099998831749;0.000080688696471;1. Against immigration, migrants, foreigners, refugees, or Muslims.
19;6c08d45944501778;fb9011d919d7b83d;d917682241ad8383;2024-10-11T08:23:27.000Z;"Duidelijk komt deze 'allochtoon' nooit buiten de stad. Ik zie alle kleuren en vormen op fatbikes. En ja, in Brabant vooral 'autochtonen'. Dus wat zeurt hij nu? 
#slachtoffergedrag
Overigens is v Moof nooit succesvol geweest buiten #Amsterdam .";2.0;1.0;9;409;autochtonen;2024-10-13 10_18_03.146116;0.245013400912285;0.000332645489834;0.007440645247698;0.000103870544990;0.000027626434530;0.027532625943422;0.000063522187702;5. Is neutral.
20;b81b292f686af926;afa10cbb1f02acea;9c94c7233eb63def;2024-10-13T06:17:58.000Z;Goedemorgen Ron, mijn opa was nog fabrieksarbeider. Op een dag voelden de autochtonen zich daar te goed voor.  Toen hadden ze allochtonen nodig om het werk te doen.  Maar die voelen zich daar nu te goed voor!;2.0;;2;27;autochtonen;2024-10-13 10_18_03.146116;0.199764281511307;0.000083105063823;0.002281296299770;0.000333848322043;0.000161752032000;0.054901562631130;0.001295220106840;5. Is neutral.
21;5259884b6eb65b52;cef3364810ea402d;a87fec71fccc6d4b;2024-10-06T14:36:17.000Z;Als ze geen autochtonen in elkaar rammen, dan rammen elkaar onderling in elkaar..;;;;23;autochtonen;2024-10-13 10_18_03.146116;0.937544465065002;0.053331848233938;0.002330783056095;0.000124871672597;0.000000436744074;0.875449538230896;0.002087020548060;1. Against immigration, migrants, foreigners, refugees, or Muslims.
22;b99d56c0836eea0d;ab73256b5ad25155;0040159c05b61158;2024-09-19T09:30:46.000Z;"""meer dan de helft van alle verdachten van een misdrijf in Nederland een migratieachtergrond heeft""

Meer dan 50%? Een zwaar understatement!

ps   en dan wordt de 3e generatie criminelen
(o.a. Turken, Marokkanen, Antillianen)
zelfs nog tot 'autochtonen' gerekend!!!";;5.0;8;407;autochtonen;2024-10-13 10_18_03.146116;0.816017687320709;0.000268478237558;0.000053355408454;0.000019137729396;0.000128012339701;0.038502063602209;0.000160249866894;1. Against immigration, migrants, foreigners, refugees, or Muslims.
23;1ccfbdc040d716da;b47cbe6cb8223e80;65c8a0f90f5b57bc;2024-09-24T14:31:48.000Z;"Als kummeniekasie miepjes schrijven: 

""Het grootste gedeelte van de criminaliteit komt van autochtonen"",  

dan bedoelen ze zoiets:";;;;28;autochtonen;2024-10-13 10_18_03.146116;0.358501017093658;0.000072763039498;0.000274754449492;0.000219632958760;0.000140460964758;0.003787452355027;0.000068415625719;6. Other: unclear stance on immigration.
24;9d3835dd50968194;838618427b3c885a;0548303e8b437f49;2024-10-11T14:07:32.000Z;Hatende Halsela , de burgemeester die allochtonen prefereert op autochtonen , alleen joden niet !!! De burgemeester van een beperkt aantal Amsterdammers , volgens haar beperkingen . Ongeschikt en onbekwaam !!!;;;;30;autochtonen;2024-10-13 10_18_03.146116;0.166615739464760;0.000017680722522;0.000024624598154;0.000226649513934;0.000197234097868;0.038680676370859;0.000396698073018;1. Against immigration, migrants, foreigners, refugees, or Muslims.
25;22df0c935c398b43;1761a5834295b9bb;67bec303a08af542;2024-10-07T08:27:46.000Z;Mensen uit Libanon vluchten nu massaal NAAR Syrië. Syriërs reizen op hun gemak heel Europa door om te eindigen in het Luilekkerland voor allochtonen. Voor autochtonen is dit land een shithole geworden.;;1.0;1;12;autochtonen;2024-10-13 10_18_03.146116;0.512520194053650;0.000007775823178;0.000120578457427;0.000052584833611;0.000006062987723;0.058186039328575;0.000835284416098;1. Against immigration, migrants, foreigners, refugees, or Muslims.
26;a1c9f80a293e2dd8;c6987f328b844141;6960fe284525610f;2024-09-15T18:27:16.000Z;Voor de avondploeg. Geanimeerd debat tussen @Barttommelein en @johncrombez. Over koffie drinken met Vlaams Belang, het geld van Antwerpen en huftergedrag van allochtonen en autochtonen. Vandaag in @DeZondag. https://dezondag.be/actua/politiek/tommeleincrombez15092024/…;;;;277;autochtonen;2024-10-13 10_18_03.146116;0.171854972839355;0.000112728659587;0.000027773785405;0.000200194714125;0.000152740234625;0.004301715642214;0.000176439178176;5. Is neutral.
27;6e6e479d1cce4e6a;d1ab0e625d29882e;23d850348107eb61;2024-09-25T07:51:48.000Z;De gemeente waar zelfs affiches aan het raam verboden zijn: “De burgemeester wil ons verstoppen” https://nieuwsblad.be/cnt/dmf20240924_96551516… Het dictatoriale Lier loopt ook leeg betreft winkels en autochtonen . Communisme;;;;15;autochtonen;2024-10-13 10_18_03.146116;0.179247468709946;0.000202957526199;0.000414555135649;0.000520828471053;0.000058313951740;0.027251539751887;0.000522003858350;6. Other: Criticizes local governance, not immigration.
28;72994806d2da9d09;97eaab065ae62d59;6472065b96a2a018;2024-10-12T06:46:04.000Z;Miljarden zijn  door RUTTE VVD en zijn bende uitgegeven zonder dat ze in Nederland vd autochtonen op hun flikker kregen en nu zitten miljoen Nederlanders financieel aan de grond,laten we ouderen gewoon creperen & doodgaan>helpt de goededoelenindustrie de asielstinstroom actief!!;;;;16;autochtonen;2024-10-13 10_18_03.146116;0.978227853775024;0.734034121036530;0.013253349810839;0.000397755706217;0.000139005584060;0.972719311714172;0.032079532742500;1. Against immigration, migrants, foreigners, refugees, or Muslims.
29;83143077fe6b459d;15b39fc073f94d46;1e9b5b22c42a483d;2024-09-30T19:19:26.000Z;"""Preventie is zeker belangrijk, maar de beste preventie is keiharde repressie. Veel grootstedelijke problemen zijn er nu ook in de gemeentes. We zijn vandaag allemaal slachtoffers van uw superdiversiteit, autochtonen en allochtonen.""

@tomvangrieken #terzaketv";21.0;22.0;107;13K;autochtonen;2024-10-13 10_18_03.146116;0.132089987397194;0.001255793613382;0.000089860390290;0.000230082267080;0.000036882553104;0.019443860277533;0.000030001470805;1. Against immigration, migrants, foreigners, refugees, or Muslims.
30;e1d248f03b75459b;d1ab0e625d29882e;23d850348107eb61;2024-10-10T10:09:44.000Z;Iemand met een hoofddeksel zoals dit is niet geïntegreerd en dringt haar godsdienst op aan neutrale autochtonen . Voor hun werden kruisbeelden verwijderd dus voor ons kunnen zulke hoofddeksels niet !;;;;2;autochtonen;2024-10-13 10_18_03.146116;0.056765675544739;0.000007995003216;0.000027077743653;0.000268471834715;0.000033636479202;0.040896128863096;0.000289002666250;1. Against immigration, migrants, foreigners, refugees, or Muslims.
31;db888b52d5c22e1b;70db163741dbea69;994f5d96549247a0;2024-09-19T18:53:11.000Z;LIVE Politieke beschouwingen | Wilders houdt vast aan asielnoodwet: ‘Ik heb niet de ruggengraat van een banaan’. Héél goed Heer Wilders, het GroenLinkse Rapalje zet  in de uitverkoop. Illegalen kom maar binnen. Autochtonen raus !!;;;;77;autochtonen;2024-10-13 10_18_03.146116;0.459404677152634;0.001119799562730;0.000168618658790;0.000515079591423;0.000271617231192;0.160848945379257;0.000458410737337;1. Against immigration, migrants, foreigners, refugees, or Muslims.
32;3913cd4339ecce06;3a46502d0b05ddcb;b1cac86255371e83;2024-10-07T07:23:31.000Z;"H.heeft voordat ze aantrad een aantal petities tegen haar gekregen zoals  ""Hou Halsema uit de Stopera"". Ze is niet geliefd en wordt deels zelfs gehaat. Ze maakt continue fouten en is extreem links partijdig. De autochtonen zijn nu in de minderheid. Andersom was zij allang opgerot";1.0;;2;22;autochtonen;2024-10-13 10_18_03.146116;0.070404678583145;0.000035198336263;0.000109999738925;0.001192720257677;0.000025533716325;0.011597525328398;0.000033914868254;1. Against immigration, migrants, foreigners, refugees, or Muslims.
33;5f6a23d638335011;52b9b64804491630;a107f2105170d12e;2024-09-25T19:10:45.000Z;Productie huizenbouw houdt huisvesting autochtonen niet bij vanwege asielstroom. Eerst onze eigen autochtone burgers! Grenzen dicht, remigratie! En handhaven, crimineel gedrag? Eruit!;1.0;4.0;36;827;autochtonen;2024-10-13 10_18_03.146116;0.326561897993088;0.006553529761732;0.000011609811736;0.000008658904335;0.000010062419278;0.106714613735676;0.000184564807569;1. Against immigration, migrants, foreigners, refugees, or Muslims.
34;c562b319ae38641d;9619da567b192e48;b5d179bd62ef9a07;2024-10-02T07:11:23.000Z;"Gratis. Gratis.
Autochtonen  'verarmen'  elke duizendste seconde. 
Kan  JIJ  er thuis 30  opvangen op eigen kosten ?
Gezinsherenigingen ook ?
België verzuipt.

Helft van alle Palestijnse asielaanvragen in EU gebeurt in België: ‘Niet normaal of houdbaar’";3.0;9.0;35;276;autochtonen;2024-10-13 10_18_03.146116;0.172034353017807;0.000620722479653;0.000577914644964;0.002197318943217;0.004997259937227;0.040042169392109;0.001699253451079;1. Against immigration, migrants, foreigners, refugees, or Muslims.
35;b578ef2cd972adf7;feaa3bc385dabc27;aefaa495c805824c;2024-10-04T20:45:13.000Z;Een enorme schande dit Nederland is niet meer Nederland. Geen wonder dat het leegloopt met autochtonen. Na 7 oktober is dit land moreel ontspoord https://telegraaf.nl/watuzegt/658456808/na-7-oktober-is-dit-land-moreel-ontspoord/?utm_source=t.co&utm_medium=referral&utm_campaign=twitter… #telegraafpremium via @Telegraaf;;;;17;autochtonen;2024-10-13 10_18_03.146116;0.212156563997269;0.000455183122540;0.000132149172714;0.000054563101003;0.000067735752964;0.042845364660025;0.000181919735041;1. Against immigration, migrants, foreigners, refugees, or Muslims.
36;9134df8308a2dabb;5750cd7782be61e0;f83c44d4577a4f81;2024-10-06T08:22:09.000Z;3 autochtonen Belgen  en  25 allochtone OF BASTAARD  Belgen;;;;8;autochtonen;2024-10-13 10_18_03.146116;0.012675042264163;0.000162432246725;0.000053526844567;0.000159664807143;0.000128245810629;0.000254433020018;0.000029029655707;1. Against immigration, migrants, foreigners, refugees, or Muslims.
37;11773ee365412eb5;01455037944fbcff;d1c770f545ab9742;2024-10-08T09:40:41.000Z;"Dit dus;

Tijd dat díe zwijgende meerderheid nu écht eens opstaat!
Hoe lang nog, moeten wij accepteren en tolereren dat jodenhaat hier weer genormaliseerd wordt, aangewakkerd door een meute allochtonen, waar autochtonen als ezels achter een wortel doelloos achter aan lopen?";;;2;30;autochtonen;2024-10-13 10_18_03.146116;0.880689203739166;0.000402836652938;0.000292098207865;0.000039842325350;0.000311062118271;0.316302031278610;0.000098023192550;1. Against immigration, migrants, foreigners, refugees, or Muslims.
38;3a64f4c31e429d8d;f150c635bf8d98e9;4ca56ea1d4b346ce;2024-10-13T01:06:22.000Z;je snapt het WEER totaal niet he! voor de eerste keer is het echte probleem dat bij heel veel autochtonen leeft uitgezonden! En zoals in de reportage bleek niet enkel door ouderen. In plaats van het probleem weg te kijken en racistisch te noemen zou je het beter aanpakken;;;4;53;autochtonen;2024-10-13 10_18_03.146116;0.162291854619980;0.000243691072683;0.000052632942243;0.000101355362858;0.000025611243473;0.049813855439425;0.000038967253204;1. Against immigration, migrants, foreigners, refugees, or Muslims.
39;bcd84e048fe886f1;b53c852a3c90be88;bf410f67a0414789;2024-09-19T18:24:30.000Z;"CBS-hoofdeconoom Van Mulligen toont een grafiek met alleen positieve groepen (enkel autochtoon en 1e generatie = stippellijnen). Dit is misleidend; zie rechtergrafiek: in 2023 werd de 2e generatie 1,8 tot 2,8 maal vaker verdacht is dan autochtonen.Zie ook: https://x.com/JosTeunissen2/status/1826733436851380335…";1.0;7.0;32;1,6K;autochtonen;2024-10-13 10_18_03.146116;0.031704522669315;0.000168299651705;0.000312442134600;0.000111420165922;0.000439736235421;0.001258282107301;0.000022339276256;1. Against immigration, migrants, foreigners, refugees, or Muslims.
40;92ada75df3d2a3f6;7e8773f60c1c4a35;5ce872b8dc0d05fa;2024-10-11T13:53:50.000Z;Gestoord, arme dader en fout slachtoffer. Zo kennen we @Politie weer. Laf en ik vrees zeer racistisch tegen autochtonen.;;;2;72;autochtonen;2024-10-13 10_18_03.146116;0.474524617195129;0.000111537097837;0.000002722110821;0.000036349079892;0.000006636733815;0.170863345265388;0.000167222300661;1. Against immigration, migrants, foreigners, refugees, or Muslims.
41;05d2bb4477ff4d04;f008c19b2479eb91;e8eff762ad1f035e;2024-09-21T05:41:14.000Z;Ja, het aandeel van niet-westerse allochtonen is groter dan dat van autochtonen, maar het overgrote deel van de mensen met een migratieachtergrond, 98,9 procent, verziekt de boel niet maar is net zo’n ongevaarlijke burgertrut als de rest.;4.0;19.0;46;2,6K;autochtonen;2024-10-13 10_18_03.146116;0.927912473678589;0.000006497081813;0.000076746284321;0.000109556727693;0.000024894052331;0.014846964739263;0.000010022166862;2. In support of immigration, migrants, foreigners, refugees, or Muslims.
42;6b3b7a8ffd965fa5;123a44c4b3b8edbd;d823fe11a058409a;2024-09-10T13:35:16.000Z;Eindelijk een gay koppel in het vooral hetero-, blanke- en autochtonen georiënteerde @eigenhuis magazine. Een goed begin.;;;1;140;autochtonen;2024-10-13 10_18_03.146116;0.002678700489923;0.000030724953831;0.000121035307529;0.000767567427829;0.000057205099438;0.000229403012781;0.000325862696627;5. Is neutral.
43;bcc4dc304d2f0fac;30ebbd9ea9cf4e7d;7d748de1b0940d73;2024-09-15T13:52:02.000Z;"Integreren als je een overheid treft die je zo lang mogelijk van de arbeidsmarkt weert en autochtonen die opgehitsts zijn om iets brulllen over buitenlanders?
Of zegt de psychologie dat je dan grote kans hebt boos of gedemoraliseerd te raken en je in eigen kring terug te trekken?";;;2;63;autochtonen;2024-10-13 10_18_03.146116;0.028004046529531;0.000060802547523;0.000726958794985;0.000044529006118;0.000051379065553;0.015401995740831;0.000089064022177;3. Against those that oppose immigration or are negative towards migrants, foreigners, refugees, or Muslims.
44;e4794ce8cf4c6dd7;690802ba6e2235e3;e163a8b92a8d95c2;2024-09-24T07:59:24.000Z;"https://omroepwest.nl/nieuws/4884830/regenboogfietspad-in-binnenstad-symbolische-maar-belangrijke-stap… #omroepwest
Ja dat iedereen welkom is in Den Haag is wel duidelijk. Het aantal allochtonen overstijgt het aantal autochtonen al ruim. Je ziet alleen maar ""opgeschoren"" marocs op fatbikes en hoofddoeken.";2.0;2.0;1;104;autochtonen;2024-10-13 10_18_03.146116;0.175987571477890;0.000013021290215;0.000363593542715;0.000055107033404;0.000059193640482;0.003442592918873;0.000252973462921;1. Against immigration, migrants, foreigners, refugees, or Muslims.
45;c6c099495c50d918;d21a7670781de837;b1f72f5c5d11cb5c;2024-09-23T15:43:22.000Z;"Ik ben benieuwd of ze opgepakt zijn?
Ik meen gehoord te hebben dat je voor nafluiten al bekeurd kunt worden. Of geldt dit alleen voor autochtonen?";;;1;30;autochtonen;2024-10-13 10_18_03.146116;0.172850295901298;0.000299090635963;0.000086774183728;0.000401199446060;0.000083844788605;0.050427123904228;0.000081215010141;1. Against immigration, migrants, foreigners, refugees, or Muslims.
46;bee5f38df7454e31;17aa9586ee7c628e;a643f7d6eecf8d45;2024-09-28T12:29:18.000Z;"Syrische familie krijgt elke maand 4.600 euro aan sociale bijstand https://nieuwrechts.nl/99392-syrische-familie-krijgt-elke-maand-4600-euro-aan-sociale-bijstand… 
En wie betalen dat de hardwerkende Autochtonen net zoals in het Walhalla Nederland.
@geertwilderspvv @MinisterAenM @DilanYesilgoz @lientje1967 @PieterOmtzigt";;1.0;1;23;autochtonen;2024-10-13 10_18_03.146116;0.042898986488581;0.000127888852148;0.000018633450964;0.000041558912926;0.000054496689700;0.005331019405276;0.000195562039153;1. Against immigration, migrants, foreigners, refugees, or Muslims.
47;6ac7c1540d6df11b;25b3b60ffa9687a4;0c70fde7afe55381;2024-09-15T08:35:48.000Z;Autochtonen VS Allochtonen ,Blank VS  anders gekleurd ( niet zwart ) ,extreemrechts VS democratisch ,Vlaming VS Waal , moslim VS andersgelovigen, vaxx VS onvaxx ! Binair VS non binair ! Wie creëert deze tegenstellingen ?Juist de liberalisten die individuele vrijheid beknotten;;;3;96;autochtonen;2024-10-13 10_18_03.146116;0.161038026213646;0.000081725200289;0.000014144506167;0.000041370891267;0.000008214555237;0.012523143552244;0.000737608817872;6. Other: Criticizes division by liberalists.
48;;;;;This post is unavailable.;;;;;autochtonen;2024-10-13 10_18_03.146116;0.000118929085147;0.000000015512335;0.000000097311784;0.000661179888994;0.000003063055601;0.000033176205761;0.000041807754315;
49;;;;;This post is unavailable.;;;;;autochtonen;2024-10-13 10_18_03.146116;0.000118929085147;0.000000015512335;0.000000097311784;0.000661179888994;0.000003063055601;0.000033176205761;0.000041807754315;
50;a782a49b5963b87b;25b3b60ffa9687a4;0c70fde7afe55381;2024-09-15T07:38:35.000Z;Het liberalisme heeft niets in te brengen tegen globalisering en tegen migranteninvasies !Zij benadert die vanuit een enge,economische optiek: louter een verhoging van volume aan arbeidskrachten en de massa aan potentiële consumenten!De lonen van de autochtonen naar beneden !;;;2;70;autochtonen;2024-10-13 10_18_03.146116;0.213865429162979;0.000129242034745;0.000064590109105;0.000180786591955;0.000054834079492;0.038842219859362;0.000241870264290;1. Against immigration, migrants, foreigners, refugees, or Muslims.
51;70125c7c1ee1ad23;b020c2a950003a37;6bfa1a0d94c5dba8;2024-09-25T15:57:17.000Z;"Die van Vroonhoven is echt niet in orde. Dikke van Dale taal verbieden?! Er is sprake van verdringing van autochtonen; cijfers liegen niet. 
@2eKamertweets @Nvanvroonhoven @QueenyRaj";;;;27;autochtonen;2024-10-13 10_18_03.146116;0.068957507610321;0.000107976738946;0.000386266823625;0.000220294212340;0.000212491271668;0.010054309852421;0.000073834125942;1. Against immigration, migrants, foreigners, refugees, or Muslims.
52;ec0f33938a450d13;2b2075ba4e9ac13f;284e97ba44b45ce0;2024-10-05T21:53:50.000Z;hoeveel autochtonen?;;;4;123;autochtonen;2024-10-13 10_18_03.146116;0.046768985688686;0.000290225580102;0.000061608050601;0.000112383386295;0.000036260797060;0.000554493395612;0.000039209582610;6. Other: unclear stance on immigration.
53;;;;;This post is unavailable.;;;;;autochtonen;2024-10-13 10_18_03.146116;0.000118929085147;0.000000015512335;0.000000097311784;0.000661179888994;0.000003063055601;0.000033176205761;0.000041807754315;
54;;;;;This post is unavailable.;;;;;autochtonen;2024-10-13 10_18_03.146116;0.000118929085147;0.000000015512335;0.000000097311784;0.000661179888994;0.000003063055601;0.000033176205761;0.000041807754315;
