date,ranking,classification,classification nr,text,id,replies,retweets,likes,quotes,total_eng,topic
2022-12-12 3:07:57,26,normal,0.6660653949,"Twitter were so worried about #stopthesteal causing anti govt sentiment, but were so proud to support arab spring to topple foreign govt.
The hypocrisy is nauseating",1601773610212827137,,,,,0,Twitter files
2022-12-14 14:59:00,21,normal,0.842296958,"@ALI (#AliAlexander):

“BREAKING: The #TwitterFiles part 4 reveals that #YoelRoth tried to stop #StopTheSteal from trending. We had trended for TWO MONTHS. 

We also previously got the http://stopthesteal.us link ban removed.

https://twitter.com/ShellenbergerMD/status/1601746253284798469…”",1601746253284798469,,3,3,,6,Twitter files
2022-12-14 14:59:00,31,normal,0.7605831623,So Yoel Roth and Twitter pretended that they could limit the visibility of #stopthesteal by saying it would limit fake news? These people really were stuck on themselves and made themselves the controller gods of speech.,1601750780662280192,,,,,0,Twitter files
2022-12-12 3:07:57,27,normal,0.7500622869,"Twitter employees recognize the difference between their own politics & Twitter's Terms of Service (TOS), but they also engage in complex interpretations of content in order to stamp out prohibited tweets, as a series of exchanges over the ""#stopthesteal"" hashtag reveal.",1601748315334287360,1,,1,,2,Twitter files
2022-12-12 3:07:57,29,normal,0.7548097968,"Having #stopthesteal in your profile got you”de-amplified.”
#TheTwitterFiles",1601812776804323330,,1,,,1,Twitter files
2022-12-14 14:59:00,58,normal,0.8062912822,"Former Trump-Censoring Twitter Executive Yoel Roth Had ALL Accounts ""Deamplified"" for Having #StopTheSteal in Their Name or Profile ⋆  The Liberty Daily",1601775909480136706,,1,,,1,Twitter files
2022-12-12 3:07:57,30,normal,0.8138799667,"Thankful to @elonmusk for exposing how corrupt & AntiAmerican & AntiConstitutional Twitter was & Facebook still is.
No company should be aloud to do business in America unless they agree to follow all our laws & especially our Constitution?!?
#StopTheSteal",1601891232757780482,,,1,,1,Twitter files
2022-12-12 3:07:57,32,normal,0.700001061,I'm more sympathetic to Twitter regarding the J6 and the #stopthesteal insanity.,1601753971001274370,,,,,0,Twitter files
2022-12-11 15:08:47,18,normal,0.8038085103,Former Trump-Censoring Twitter Executive Yoel Roth Had ALL Accounts 'Deamplified' for Having #StopTheSteal in Their Name or Profile,1601820147354075137,,,2,,2,Twitter files
2022-12-11 15:08:47,37,normal,0.842296958,"@ALI (#AliAlexander):

“BREAKING: The #TwitterFiles part 4 reveals that #YoelRoth tried to stop #StopTheSteal from trending. We had trended for TWO MONTHS. 

We also previously got the http://stopthesteal.us link ban removed.

https://twitter.com/ShellenbergerMD/status/1601746253284798469…”",1601746253284798469,,3,3,,6,Twitter files
2022-12-12 3:07:57,37,normal,0.8351488709,"Twitter employees recognize the difference between their own politics & (TOS), but they also engage in complex interpretations of content in order to stamp out prohibited tweets, as a series of exchanges over the ""#stopthesteal"" hashtag reveal.",1601972695888969730,,,,,0,Twitter files
2022-12-12 3:07:57,38,normal,0.8007176518,"Can we get data on how far former twitter employees went tried to suppress #StopTheSteal in 2018, 2020, and can we cross reference Jan 6th Detainees with twitter suspensions 
@elonmusk",1600366245727330304,,1,1,,2,Twitter files
2022-12-12 3:07:57,39,normal,0.807774663,".
#StopTheSteal organizer #AliAlexander (now banned by Twitter), said three #GOP lawmakers helped plan his #January6th D.C. rally:

#AndyBiggs(@RepAndyBiggsAZ) 
#MoBrooks (@RepMoBrooks)
#PaulGosar(@RepGosar)",1600176559293227014,1,15,17,,33,Twitter files
2022-12-12 3:07:57,42,normal,0.7145193219,USA ELECTION WAS THROWN! #TwitterFiles2 #TwitterFiles #StopTheSteal,1601368867141718017,,1,6,,7,Twitter files
2022-12-11 15:08:47,40,normal,0.842296958,"@ALI (#AliAlexander):

“BREAKING: The #TwitterFiles part 4 reveals that #YoelRoth tried to stop #StopTheSteal from trending. We had trended for TWO MONTHS. 

We also previously got the http://stopthesteal.us link ban removed.

https://twitter.com/ShellenbergerMD/status/1601746253284798469…”",1601746253284798469,,3,3,,6,Twitter files
2022-12-12 3:07:57,43,normal,0.8275384903,"#StopTheSteal silenced. #TwitterFiles3 #TwitterFiles
@elonmusk: BRING BACK @ALI TODAY.",1601384205690118145,,3,4,,7,Twitter files
2022-12-12 3:07:57,44,normal,0.7145193219,USA ELECTION WAS THROWN! #TwitterFiles2 #TwitterFiles #StopTheSteal,1601368867141718017,,1,6,,7,Twitter files
2022-12-12 1:10:30,27,normal,0.842296958,"@ALI (#AliAlexander):

“BREAKING: The #TwitterFiles part 4 reveals that #YoelRoth tried to stop #StopTheSteal from trending. We had trended for TWO MONTHS. 

We also previously got the http://stopthesteal.us link ban removed.

https://twitter.com/ShellenbergerMD/status/1601746253284798469…”",1601746253284798469,,3,3,,6,Twitter files
2022-12-12 3:07:57,45,normal,0.8275384903,"#StopTheSteal silenced. #TwitterFiles3 #TwitterFiles
@elonmusk: BRING BACK @ALI TODAY.",1601384205690118145,,3,4,,7,Twitter files
2022-12-12 3:07:57,46,normal,0.7919681072,"Twitter employees recognize the difference between their own politics & Twitter's Terms of Service (TOS), but they also engage in complex interpretations of content in order to stamp out prohibited tweets, as a series of exchanges over the ""#stopthesteal"" hashtag reveal.",1602083507752570880,,,,,0,Twitter files
2022-12-14 14:59:00,0,normal,0.842296958,"Twitter employees recognize the difference between their own politics & Twitter's Terms of Service (TOS), but they also engage in complex interpretations of content in order to stamp out prohibited tweets, as a series of exchanges over the ""#stopthesteal"" hashtag reveal.",1601746253284798469,483,4133,21068,,25684,Twitter files
2022-12-14 14:59:00,12,normal,0.4251355529,"#StopTheSteal “was based on a lie, & consequential for American democracy, providing a rallying point for those who sought to overturn a free & fair election”
https://donmoynihan.substack.com/p/elon-musk-and-all-the-conspiracy…
An attempted coup & seditious conspiracy is a much bigger deal than @Twitter limiting its spread.",1602306176137428992,1,5,14,,20,Twitter files
2022-12-14 14:59:00,17,normal,0.7817791104,#stopthesteal was censored harder than child p*rn on Twitter and you know why. #TwitterFiles4,1601746993310707712,,1,3,,4,Twitter files
2022-12-14 14:59:00,17,normal,0.7817791104,"Twitter employees recognize the difference between their own politics & Twitter's Terms of Service (TOS), but they also engage in complex interpretations of content in order to stamp out prohibited tweets, as a series of exchanges over the ""#stopthesteal"" hashtag reveal.",1601746993310707712,,1,3,,4,Twitter files
2022-12-12 15:46:30,3,normal,0.8007002473,"| En comunicaciones internas, Yoel Roth aseguraba que tenían un equipo trabajando para censurar el hashtag #StopTheSteal y bloquear las cuentas que lo tuitearan.

#TwitterFiles",1602072153364520960,1,34,96,,131,Twitter files
2022-12-14 14:59:00,18,normal,0.7500622869,"Twitter employees recognize the difference between their own politics & Twitter's Terms of Service (TOS), but they also engage in complex interpretations of content in order to stamp out prohibited tweets, as a series of exchanges over the ""#stopthesteal"" hashtag reveal.",1601748315334287360,1,,1,,2,Twitter files
2022-12-14 14:59:00,20,normal,0.7548097968,"Having #stopthesteal in your profile got you”de-amplified.”
#TheTwitterFiles",1601812776804323330,,1,,,1,Twitter files
2022-12-12 15:46:30,23,normal,0.842296958,"@ALI (#AliAlexander):

“BREAKING: The #TwitterFiles part 4 reveals that #YoelRoth tried to stop #StopTheSteal from trending. We had trended for TWO MONTHS. 

We also previously got the http://stopthesteal.us link ban removed.

https://twitter.com/ShellenbergerMD/status/1601746253284798469…”",1601746253284798469,,3,3,,6,Twitter files
2022-12-12 1:10:30,29,normal,0.8345682621,"10. Twitter Files 4
Élimination Donald Trump

Le collègue de Roth note ""une recherche arrête les tweets de #stopthesteal et, c'est du contre-discours""

Solution: ""désamplifier les comptes avec #stopthesteal dans le nom/profil"" car ""ils ne sont pas affiliés au contre-discours""",1601771969547972609,,3,3,,6,Twitter files
2022-12-14 14:59:00,21,normal,0.842296958,"Twitter employees recognize the difference between their own politics & Twitter's Terms of Service (TOS), but they also engage in complex interpretations of content in order to stamp out prohibited tweets, as a series of exchanges over the ""#stopthesteal"" hashtag reveal.",1601746253284798469,,3,3,,6,Twitter files
2022-12-14 14:59:00,24,normal,0.7426475286,Censored by the libertarians! @LPNational @mfa_russia @CIA @FBI @NSACyber Help! Lol twitter.com/Patr10tByrne/s…,1602672239308148736,,1,,,1,Twitter files
2022-12-14 14:59:00,25,normal,0.8152841926,"@elonmusk Please make ALL information known inre #MassPurge of Jan 2021, & reinstate the accounts!!
#StopTheSteal",1602992195811811329,,,1,,1,Twitter files
2022-12-13 17:13:58,5,normal,0.762562871,"Former Trump-Censoring Twitter Executive Yoel Roth Had ALL Accounts ""Deamplified"" for Having #StopTheSteal in Their Name or Profile ⋆  The Liberty Daily. https://tiny.iavian.net/1s56g

Yoel Wroth had some questionable standards concerning Groomers.",1601781490085691393,1,11,13,,25,Twitter files
2022-12-13 17:13:58,28,normal,0.7605831623,So Yoel Roth and Twitter pretended that they could limit the visibility of #stopthesteal by saying it would limit fake news? These people really were stuck on themselves and made themselves the controller gods of speech.,1601750780662280192,,,,,0,Twitter files
2022-12-14 14:59:00,31,normal,0.7605831623,"Twitter employees recognize the difference between their own politics & Twitter's Terms of Service (TOS), but they also engage in complex interpretations of content in order to stamp out prohibited tweets, as a series of exchanges over the ""#stopthesteal"" hashtag reveal.",1601750780662280192,,,,,0,Twitter files
2022-12-14 14:59:00,35,normal,0.8008177876,"The Twitter Files is the BIGGEST news story of the decade.

We now know that Twitter COLLUDED with Biden to censor posts they didn't like.

We now know that Twitter COLLUDED to alter the outcome of the 2020 election by surpressing the Hunter laptop story.

Insane.",1599209424685395968,,2,10,,12,Twitter files
2022-12-14 14:59:00,36,normal,0.8245396018,"Is this supposed to be a joke? @BretBaier to interview Microsoft president Brad Smith. To be discussed: How they plan to ""firm up future elections"". Like I trust ANY tech company on anything pertaining to elections, especially after the #twitterfiles. #stopthesteal",1601281421553070080,,,3,,3,Twitter files
2022-12-14 14:59:00,39,normal,0.700001061,I'm more sympathetic to Twitter regarding the J6 and the #stopthesteal insanity.,1601753971001274370,,,,,0,Twitter files
2022-12-13 17:13:58,43,normal,0.8062912822,"Former Trump-Censoring Twitter Executive Yoel Roth Had ALL Accounts ""Deamplified"" for Having #StopTheSteal in Their Name or Profile ⋆  The Liberty Daily",1601775909480136706,,1,,,1,Twitter files
2022-12-14 14:59:00,41,normal,0.7491104603,#TwitterFiles #TwitterFiles4 So they were going after the #stopthesteal,1601746559657742336,,1,3,,4,Twitter files
2022-12-14 14:59:00,41,normal,0.7491104603,"Twitter employees recognize the difference between their own politics & Twitter's Terms of Service (TOS), but they also engage in complex interpretations of content in order to stamp out prohibited tweets, as a series of exchanges over the ""#stopthesteal"" hashtag reveal.",1601746559657742336,,1,3,,4,Twitter files
2022-12-14 14:59:00,42,normal,0.8203430176,"8. Twitter Files 4
Élimination Donald Trump

Les employés de Twitter constatent la différence entre leurs décisions et les conditions d'utilisation de Twitter

Ils interprétent jusqu'à plus soif comme dans cet échange sur le hashtag #stopthesteal (souvent employé par Pdt Trump)",1601769619286433792,,4,3,,7,Twitter files
2022-12-14 14:59:00,47,normal,0.7706078887,"The Twitter Files, Part 3

Deplatforming the President twitter.com/mtaibbi/status…",1601396777231732736,1,1,3,,5,Twitter files
2022-12-14 14:59:00,50,normal,0.7377821803,"Stop the steal pissed off Joel.

#stopthesteal",1601751248294010880,,,,,0,Twitter files
2022-12-11 23:12:29,40,normal,0.842296958,"@ALI (#AliAlexander):

“BREAKING: The #TwitterFiles part 4 reveals that #YoelRoth tried to stop #StopTheSteal from trending. We had trended for TWO MONTHS. 

We also previously got the http://stopthesteal.us link ban removed.

https://twitter.com/ShellenbergerMD/status/1601746253284798469…”",1601746253284798469,,3,3,,6,Twitter files
2022-12-14 14:59:00,53,normal,0.7033611536,"Twitter employees recognize the difference between their own politics & Twitter's Terms of Service (TOS), but they also engage in complex interpretations of content in order to stamp out prohibited tweets, as a series of exchanges over the ""#stopthesteal"" hashtag reveal.",1601756556034330624,,,,,0,Twitter files
2022-12-11 23:12:29,41,normal,0.842296958,"@ALI (#AliAlexander):

“BREAKING: The #TwitterFiles part 4 reveals that #YoelRoth tried to stop #StopTheSteal from trending. We had trended for TWO MONTHS. 

We also previously got the http://stopthesteal.us link ban removed.

https://twitter.com/ShellenbergerMD/status/1601746253284798469…”",1601746253284798469,,3,3,,6,Twitter files
2022-12-14 14:59:00,57,normal,0.8098774552,"21.

Twitterの社員は、自分たちの政治とTwitterの利用規約（TOS）の違いを認識していますが、

「#stopthesteal」ハッシュタグを巡る一連のやり取りで明らかになったように、
禁止ツイートを排除するために、コンテンツの複雑な解釈を行っています。",1601850444610871296,1,1,2,,4,Twitter files
2022-12-14 14:59:00,57,normal,0.8098774552,"Twitter employees recognize the difference between their own politics & Twitter's Terms of Service (TOS), but they also engage in complex interpretations of content in order to stamp out prohibited tweets, as a series of exchanges over the ""#stopthesteal"" hashtag reveal.",1601850444610871296,1,1,2,,4,Twitter files
2022-12-11 23:12:29,33,normal,0.8345682621,"10. Twitter Files 4
Élimination Donald Trump

Le collègue de Roth note ""une recherche arrête les tweets de #stopthesteal et, c'est du contre-discours""

Solution: ""désamplifier les comptes avec #stopthesteal dans le nom/profil"" car ""ils ne sont pas affiliés au contre-discours""",1601771969547972609,,3,3,,6,Twitter files
2022-12-14 14:59:00,59,normal,0.8028787374,Yes! This sums up the strategy we see over and over—#FauciEmails #BallotHarvesting #StoptheSteal #TwitterFiles and even #BidenBorderCrisis. In every case selective details are emphasized or withheld. The outcome has been a misleading impression that is politically advantageous.,1599200937733632001,1,5,28,,34,Twitter files
2022-12-13 10:53:06,19,normal,0.842296958,"@ALI (#AliAlexander):

“BREAKING: The #TwitterFiles part 4 reveals that #YoelRoth tried to stop #StopTheSteal from trending. We had trended for TWO MONTHS. 

We also previously got the http://stopthesteal.us link ban removed.

https://twitter.com/ShellenbergerMD/status/1601746253284798469…”",1601746253284798469,,3,3,,6,Twitter files
2022-12-13 10:53:06,49,normal,0.7605831623,So Yoel Roth and Twitter pretended that they could limit the visibility of #stopthesteal by saying it would limit fake news? These people really were stuck on themselves and made themselves the controller gods of speech.,1601750780662280192,,,,,0,Twitter files
2022-12-14 14:59:00,66,normal,0.7145193219,USA ELECTION WAS THROWN! #TwitterFiles2 #TwitterFiles #StopTheSteal,1601368867141718017,,1,6,,7,Twitter files
2022-12-11 13:03:52,6,normal,0.762562871,"Former Trump-Censoring Twitter Executive Yoel Roth Had ALL Accounts ""Deamplified"" for Having #StopTheSteal in Their Name or Profile ⋆  The Liberty Daily. https://tiny.iavian.net/1s56g

Yoel Wroth had some questionable standards concerning Groomers.",1601781490085691393,1,11,12,,24,Twitter files
2022-12-14 14:59:00,69,normal,0.792275548,Twitterの社員は、自分たちの政治とTwitterの利用規約（TOS）の違いを認識しているが、「#stopthesteal」ハッシュタグを巡る一連のやり取りで明らかになったように、禁止されているツイートを排除するために、コンテンツの複雑な解釈にも関わっているのである。,1602251883497721856,1,,,,1,Twitter files
2022-12-14 14:59:00,71,normal,0.807774663,".
#StopTheSteal organizer #AliAlexander (now banned by Twitter), said three #GOP lawmakers helped plan his #January6th D.C. rally:

#AndyBiggs(@RepAndyBiggsAZ) 
#MoBrooks (@RepMoBrooks)
#PaulGosar(@RepGosar)",1600176559293227014,1,15,17,,33,Twitter files
2022-12-11 15:08:47,1,normal,0.842296958,"Twitter employees recognize the difference between their own politics & Twitter's Terms of Service (TOS), but they also engage in complex interpretations of content in order to stamp out prohibited tweets, as a series of exchanges over the ""#stopthesteal"" hashtag reveal.",1601746253284798469,411,3075,15008,,18494,Twitter files
2022-12-11 13:03:52,39,normal,0.842296958,"@ALI (#AliAlexander):

“BREAKING: The #TwitterFiles part 4 reveals that #YoelRoth tried to stop #StopTheSteal from trending. We had trended for TWO MONTHS. 

We also previously got the http://stopthesteal.us link ban removed.

https://twitter.com/ShellenbergerMD/status/1601746253284798469…”",1601746253284798469,,3,3,,6,Twitter files
2022-12-11 15:08:47,10,normal,0.7491104603,#TwitterFiles #TwitterFiles4 So they were going after the #stopthesteal,1601746559657742336,,1,3,,4,Twitter files
2022-12-11 15:08:47,10,normal,0.7491104603,"Twitter employees recognize the difference between their own politics & Twitter's Terms of Service (TOS), but they also engage in complex interpretations of content in order to stamp out prohibited tweets, as a series of exchanges over the ""#stopthesteal"" hashtag reveal.",1601746559657742336,,1,3,,4,Twitter files
2022-12-12 9:01:18,45,normal,0.7605831623,So Yoel Roth and Twitter pretended that they could limit the visibility of #stopthesteal by saying it would limit fake news? These people really were stuck on themselves and made themselves the controller gods of speech.,1601750780662280192,,,,,0,Twitter files
2022-12-13 10:53:06,21,normal,0.8345682621,"10. Twitter Files 4
Élimination Donald Trump

Le collègue de Roth note ""une recherche arrête les tweets de #stopthesteal et, c'est du contre-discours""

Solution: ""désamplifier les comptes avec #stopthesteal dans le nom/profil"" car ""ils ne sont pas affiliés au contre-discours""",1601771969547972609,,3,3,,6,Twitter files
2022-12-11 15:08:47,19,normal,0.8203430176,"8. Twitter Files 4
Élimination Donald Trump

Les employés de Twitter constatent la différence entre leurs décisions et les conditions d'utilisation de Twitter

Ils interprétent jusqu'à plus soif comme dans cet échange sur le hashtag #stopthesteal (souvent employé par Pdt Trump)",1601769619286433792,,4,3,,7,Twitter files
2022-12-11 15:08:47,20,normal,0.7846121788,"Twitter employees recognize the difference between their own politics & Twitter's Terms of Service (TOS), but they also engage in complex interpretations of content in order to stamp out prohibited tweets, as a series of exchanges over the ""#stopthesteal"" hashtag reveal.",1601748218181976066,,1,1,,2,Twitter files
2022-12-11 15:08:47,21,normal,0.81743747,".@ALI (http://t.me/AliAlexander) #AliAlexander:

“#MichaelCoudrey was banned from Twitter for providing our #StopTheSteal movement with wonderful resources and posting a video of me saying I refused to denounce Peaceful Protestors.

He shall be FREE.”",1601485485985206274,,3,2,,5,Twitter files
2022-12-11 15:08:47,21,normal,0.81743747,"Michael Coudrey (http://t.me/MichaelCoudrey):

“I will be releasing a statement on my mention in the #Twitterfiles at 10AM EST today.

This highly unprofessional and politically biased agenda by Twitter‘s Trust & Safety staff clearly shows severe and fundamental flaws in...” 1/2",1601485485985206274,,3,2,,5,Twitter files
2022-12-11 15:08:47,23,normal,0.6660653949,"Twitter were so worried about #stopthesteal causing anti govt sentiment, but were so proud to support arab spring to topple foreign govt.
The hypocrisy is nauseating",1601773610212827137,,,,,0,Twitter files
2022-12-12 9:01:18,47,normal,0.7605831623,So Yoel Roth and Twitter pretended that they could limit the visibility of #stopthesteal by saying it would limit fake news? These people really were stuck on themselves and made themselves the controller gods of speech.,1601750780662280192,,,,,0,Twitter files
2022-12-11 15:08:47,26,normal,0.7857353687,"Hobbs was was said to have contacted Twitter in a request for censorship of conservative voices. It would be helpful to America if Mr. @elonmusk  would produce her request to Twitter. We need to know how deep the corruption was.
#StopTheSteal",1601580917167833089,1,2,10,,13,Twitter files
2022-12-11 15:08:47,29,normal,0.700001061,I'm more sympathetic to Twitter regarding the J6 and the #stopthesteal insanity.,1601753971001274370,,,,,0,Twitter files
2022-12-15 0:48:43,20,normal,0.842296958,"@ALI (#AliAlexander):

“BREAKING: The #TwitterFiles part 4 reveals that #YoelRoth tried to stop #StopTheSteal from trending. We had trended for TWO MONTHS. 

We also previously got the http://stopthesteal.us link ban removed.

https://twitter.com/ShellenbergerMD/status/1601746253284798469…”",1601746253284798469,,3,3,,6,Twitter files
2022-12-11 15:08:47,30,normal,0.7377821803,"Stop the steal pissed off Joel.

#stopthesteal",1601751248294010880,,,,,0,Twitter files
2022-12-15 0:48:43,39,normal,0.7605831623,So Yoel Roth and Twitter pretended that they could limit the visibility of #stopthesteal by saying it would limit fake news? These people really were stuck on themselves and made themselves the controller gods of speech.,1601750780662280192,,,,,0,Twitter files
2022-12-11 15:08:47,31,normal,0.8138799667,"Thankful to @elonmusk for exposing how corrupt & AntiAmerican & AntiConstitutional Twitter was & Facebook still is.
No company should be aloud to do business in America unless they agree to follow all our laws & especially our Constitution?!?
#StopTheSteal",1601891232757780482,,,1,,1,Twitter files
2022-12-14 21:01:12,45,normal,0.8062912822,"Former Trump-Censoring Twitter Executive Yoel Roth Had ALL Accounts ""Deamplified"" for Having #StopTheSteal in Their Name or Profile ⋆  The Liberty Daily",1601775909480136706,,1,,,1,Twitter files
2022-12-11 15:08:47,36,normal,0.8275384903,"#StopTheSteal silenced. #TwitterFiles3 #TwitterFiles
@elonmusk: BRING BACK @ALI TODAY.",1601384205690118145,,3,4,,7,Twitter files
2022-12-12 17:44:40,6,normal,0.762562871,"Former Trump-Censoring Twitter Executive Yoel Roth Had ALL Accounts ""Deamplified"" for Having #StopTheSteal in Their Name or Profile ⋆  The Liberty Daily. https://tiny.iavian.net/1s56g

Yoel Wroth had some questionable standards concerning Groomers.",1601781490085691393,1,11,13,,25,Twitter files
2022-12-11 15:08:47,37,normal,0.842296958,"Twitter employees recognize the difference between their own politics & Twitter's Terms of Service (TOS), but they also engage in complex interpretations of content in order to stamp out prohibited tweets, as a series of exchanges over the ""#stopthesteal"" hashtag reveal.",1601746253284798469,,3,3,,6,Twitter files
2022-12-11 15:08:47,39,normal,0.8275384903,"#StopTheSteal silenced. #TwitterFiles3 #TwitterFiles
@elonmusk: BRING BACK @ALI TODAY.",1601384205690118145,,3,4,,7,Twitter files
2022-12-12 17:44:40,63,normal,0.8062912822,"Former Trump-Censoring Twitter Executive Yoel Roth Had ALL Accounts ""Deamplified"" for Having #StopTheSteal in Their Name or Profile ⋆  The Liberty Daily",1601775909480136706,,1,,,1,Twitter files
2022-12-11 15:08:47,40,normal,0.842296958,"Twitter employees recognize the difference between their own politics & Twitter's Terms of Service (TOS), but they also engage in complex interpretations of content in order to stamp out prohibited tweets, as a series of exchanges over the ""#stopthesteal"" hashtag reveal.",1601746253284798469,,3,3,,6,Twitter files
2022-12-11 15:08:47,42,normal,0.7774112821,Which was ridiculous and another #Twitterviolation of free speech #stopthesteal was accurate!,1601749378716553216,,,1,,1,Twitter files
2022-12-11 15:08:47,43,normal,0.7953935266,"#Twitter #Twittergate #Election2020 #BidenHarris #BidenHarris2020 #stopthesteal #MSM #Media #Facebook #Meta #medialies #FakeNews
One thing we KNOW it WASN'T Neil Kinnoch who said it -- ""We have put together ... the most extensive and inclusive voter fraud operation in history""",1599107957647896576,,,2,,2,Twitter files
2022-12-11 15:08:47,44,normal,0.7453836799,#TwitterFiles4 #StopTheSteal,1601755848464035840,,,1,,1,Twitter files
2022-12-11 17:13:53,17,normal,0.8038085103,Former Trump-Censoring Twitter Executive Yoel Roth Had ALL Accounts 'Deamplified' for Having #StopTheSteal in Their Name or Profile,1601820147354075137,,,2,,2,Twitter files
2022-12-11 15:08:47,45,normal,0.7145193219,USA ELECTION WAS THROWN! #TwitterFiles2 #TwitterFiles #StopTheSteal,1601368867141718017,,1,6,,7,Twitter files
2022-12-11 17:13:53,36,normal,0.842296958,"@ALI (#AliAlexander):

“BREAKING: The #TwitterFiles part 4 reveals that #YoelRoth tried to stop #StopTheSteal from trending. We had trended for TWO MONTHS. 

We also previously got the http://stopthesteal.us link ban removed.

https://twitter.com/ShellenbergerMD/status/1601746253284798469…”",1601746253284798469,,3,3,,6,Twitter files
2022-12-11 15:08:47,46,normal,0.7453836799,#TwitterFiles4 #StopTheSteal,1601755848464035840,,,1,,1,Twitter files
2022-12-14 19:07:31,73,normal,0.8062912822,"Former Trump-Censoring Twitter Executive Yoel Roth Had ALL Accounts ""Deamplified"" for Having #StopTheSteal in Their Name or Profile ⋆  The Liberty Daily",1601775909480136706,,1,,,1,Twitter files
2022-12-11 15:08:47,47,normal,0.7145193219,USA ELECTION WAS THROWN! #TwitterFiles2 #TwitterFiles #StopTheSteal,1601368867141718017,,1,6,,7,Twitter files
2022-12-13 19:10:20,7,normal,0.762562871,"Former Trump-Censoring Twitter Executive Yoel Roth Had ALL Accounts ""Deamplified"" for Having #StopTheSteal in Their Name or Profile ⋆  The Liberty Daily. https://tiny.iavian.net/1s56g

Yoel Wroth had some questionable standards concerning Groomers.",1601781490085691393,1,11,13,,25,Twitter files
2022-12-12 1:10:30,1,normal,0.842296958,"Twitter employees recognize the difference between their own politics & Twitter's Terms of Service (TOS), but they also engage in complex interpretations of content in order to stamp out prohibited tweets, as a series of exchanges over the ""#stopthesteal"" hashtag reveal.",1601746253284798469,452,3756,18965,,23173,Twitter files
2022-12-12 1:10:30,8,normal,0.8199251294,This handling of #stopthesteal tweets for me is one of the most problematic actions taken by Twitter as revealed so far.,1601746824024363009,2,6,18,,26,Twitter files
2022-12-12 1:10:30,8,normal,0.8199251294,"Twitter employees recognize the difference between their own politics & Twitter's Terms of Service (TOS), but they also engage in complex interpretations of content in order to stamp out prohibited tweets, as a series of exchanges over the ""#stopthesteal"" hashtag reveal.",1601746824024363009,2,6,18,,26,Twitter files
